Date,Week,Month,Quarter,Year,Region,Origin,Destination,Distance,Commodity,Week Low,Week High,Midpoint,Rate Per Mile,Availability
12/30/2003,52,12,4,2003,California,South District California,NEW YORK,2700,AVOCADOES,3900,4100,4000,1.48,5
01/06/2004,1,1,1,2004,California,South District California,NEW YORK,2700,AVOCADOES,3800,4000,3900,1.44,3
01/13/2004,2,1,1,2004,California,South District California,NEW YORK,2700,AVOCADOES,3700,4000,3850,1.43,3
01/20/2004,3,1,1,2004,California,South District California,NEW YORK,2700,AVOCADOES,3800,3900,3850,1.43,3
01/27/2004,4,1,1,2004,California,South District California,NEW YORK,2700,AVOCADOES,3600,3700,3650,1.35,3
02/10/2004,6,2,1,2004,California,South District California,NEW YORK,2700,AVOCADO,3200,3500,3350,1.24,3
02/17/2004,7,2,1,2004,California,South District California,NEW YORK,2700,AVOCADO,3200,3500,3350,1.24,3
02/24/2004,8,2,1,2004,California,South District California,NEW YORK,2700,AVOCADO,3200,3500,3350,1.24,3
03/02/2004,9,2,1,2004,California,South District California,NEW YORK,2700,AVOCADO,3200,3500,3350,1.24,3
03/09/2004,10,3,1,2004,California,South District California,NEW YORK,2700,AVOCADO,3200,3500,3350,1.24,3
03/16/2004,11,3,1,2004,California,South District California,NEW YORK,2700,AVOCADO,3200,3800,3450,1.28,3
03/23/2004,12,3,1,2004,California,South District California,NEW YORK,2700,AVOCADO,3200,3800,3525,1.31,3
03/30/2004,13,3,1,2004,California,South District California,NEW YORK,2700,AVOCADO,3400,4100,3825,1.42,3
04/06/2004,14,4,2,2004,California,South District California,NEW YORK,2700,AVOCADO,3400,4100,3825,1.42,3
04/13/2004,15,4,2,2004,California,South District California,NEW YORK,2700,AVOCADO,3400,4100,3850,1.43,3
04/20/2004,16,4,2,2004,California,South District California,NEW YORK,2700,AVOCADO,3400,4100,3850,1.43,3
04/27/2004,17,4,2,2004,California,South District California,NEW YORK,2700,AVOCADO,3400,4180,3900,1.44,3
05/04/2004,18,5,2,2004,California,South District California,NEW YORK,2700,AVOCADO,3400,4180,3900,1.44,3
05/11/2004,19,5,2,2004,California,South District California,NEW YORK,2700,AVOCADOS,3700,4400,4050,1.50,3
05/18/2004,20,5,2,2004,California,South District California,NEW YORK,2700,AVOCADOS,3700,4400,4050,1.50,3
05/25/2004,21,5,2,2004,California,South District California,NEW YORK,2700,AVOCADOS,3700,4400,4050,1.50,3
06/01/2004,22,5,2,2004,California,South District California,NEW YORK,2700,AVOCADOS,4800,5400,5100,1.89,3
06/08/2004,23,6,2,2004,California,South District California,NEW YORK,2700,AVOCADOS,4800,5400,5100,1.89,3
06/15/2004,24,6,2,2004,California,South District California,NEW YORK,2700,AVOCADOS,4800,5400,5100,1.89,3
06/22/2004,25,6,2,2004,California,South District California,NEW YORK,2700,AVOCADOS,4800,5400,5100,1.89,3
07/20/2004,29,7,3,2004,California,South District California,NEW YORK,2700,AVOCADOS,5300,5800,5550,2.06,5
07/27/2004,30,7,3,2004,California,South District California,NEW YORK,2700,AVOCADOS,5200,5700,5450,2.02,3
08/03/2004,31,7,3,2004,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND TOMATOES",5000,5600,5100,1.89,3
08/10/2004,32,8,3,2004,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND TOMATOES",4700,5200,4700,1.74,3
08/17/2004,33,8,3,2004,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND TOMATOES",4700,5200,4700,1.74,3
08/24/2004,34,8,3,2004,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND TOMATOES",4500,4700,4550,1.69,3
08/31/2004,35,8,3,2004,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND TOMATOES",4500,4700,4600,1.70,3
09/07/2004,36,9,3,2004,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND TOMATOES",4500,4700,4600,1.70,4
09/14/2004,37,9,3,2004,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND TOMATOES",4500,4600,4550,1.69,3
09/21/2004,38,9,3,2004,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND TOMATOES",4800,5000,4900,1.81,3
09/28/2004,39,9,3,2004,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND TOMATOES",4500,4800,4750,1.76,3
10/05/2004,40,10,4,2004,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND TOMATOES",4500,4800,4750,1.76,3
10/12/2004,41,10,4,2004,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND TOMATOES",4500,4700,4700,1.74,4
10/19/2004,42,10,4,2004,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND TOMATOES",4600,4800,4700,1.74,3
10/26/2004,43,10,4,2004,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND TOMATOES",4600,4800,4700,1.74,3
11/02/2004,44,10,4,2004,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND TOMATOES",4600,4800,4700,1.74,3
11/09/2004,45,11,4,2004,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND TOMATOES",4600,4900,4750,1.76,4
11/16/2004,46,11,4,2004,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND TOMATOES",5600,6200,5900,2.19,5
01/18/2005,3,1,1,2005,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND STRAWBERRIES",4300,4500,4400,1.63,3
01/25/2005,4,1,1,2005,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND STRAWBERRIES",4100,4400,4250,1.57,3
02/01/2005,5,1,1,2005,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND STRAWBERRIES",3900,4200,4150,1.54,2
02/08/2005,6,2,1,2005,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND STRAWBERRIES",3800,4200,4150,1.54,2
02/15/2005,7,2,1,2005,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND STRAWBERRIES",3700,4000,3850,1.43,2
02/22/2005,8,2,1,2005,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND STRAWBERRIES",3700,3900,3800,1.41,2
03/01/2005,9,2,1,2005,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND STRAWBERRIES",3700,3900,3800,1.41,3
03/08/2005,10,3,1,2005,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND STRAWBERRIES",3800,4100,3950,1.46,3
03/15/2005,11,3,1,2005,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND STRAWBERRIES",4200,4700,4450,1.65,4
03/22/2005,12,3,1,2005,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND STRAWBERRIES",4800,5200,5000,1.85,4
03/29/2005,13,3,1,2005,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND STRAWBERRIES",4800,5200,5000,1.85,3
04/05/2005,14,4,2,2005,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND STRAWBERRIES",4800,5200,5000,1.85,3
04/12/2005,15,4,2,2005,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND STRAWBERRIES",4800,5200,5000,1.85,3
04/19/2005,16,4,2,2005,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND STRAWBERRIES",4800,5200,5000,1.85,3
04/26/2005,17,4,2,2005,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND STRAWBERRIES",4800,5200,5000,1.85,3
05/03/2005,18,4,2,2005,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND STRAWBERRIES",4800,5200,5000,1.85,3
05/10/2005,19,5,2,2005,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND STRAWBERRIES",5100,5200,5150,1.91,3
05/17/2005,20,5,2,2005,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND STRAWBERRIES",5100,5600,5200,1.93,3
05/24/2005,21,5,2,2005,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND STRAWBERRIES",5600,6100,5900,2.19,3
05/31/2005,22,5,2,2005,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND STRAWBERRIES",5900,6100,6000,2.22,5
06/07/2005,23,6,2,2005,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND STRAWBERRIES",6100,6500,6300,2.33,4
06/14/2005,24,6,2,2005,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND STRAWBERRIES",6200,6700,6600,2.44,4
06/21/2005,25,6,2,2005,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND STRAWBERRIES",6200,6400,6300,2.33,3
06/28/2005,26,6,2,2005,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND STRAWBERRIES",6000,6400,6200,2.30,3
07/05/2005,27,7,3,2005,California,South District California,NEW YORK,2700,AVOCADOS AND CITRUS,6000,6200,6100,2.26,3
07/12/2005,28,7,3,2005,California,South District California,NEW YORK,2700,AVOCADOS AND CITRUS,6000,6200,6100,2.26,3
07/19/2005,29,7,3,2005,California,South District California,NEW YORK,2700,AVOCADOS AND CITRUS,6000,6200,6100,2.26,3
07/26/2005,30,7,3,2005,California,South District California,NEW YORK,2700,AVOCADOS AND CITRUS,6000,6200,6100,2.26,3
11/22/2005,47,11,4,2005,Mexico-Texas,Mexico Crossings Through Texas,NEW YORK,2000,AVOCADOS,4400,4800,4600,2.30,3
11/29/2005,48,11,4,2005,Mexico-Texas,Mexico Crossings Through Texas,NEW YORK,2000,AVOCADOS,4400,4800,4600,2.30,3
12/06/2005,49,12,4,2005,Mexico-Texas,Mexico Crossings Through Texas,NEW YORK,2000,AVOCADOS,4000,4200,4100,2.05,3
12/13/2005,50,12,4,2005,Mexico-Texas,Mexico Crossings Through Texas,NEW YORK,2000,AVOCADOS,3700,3800,3750,1.88,4
12/20/2005,51,12,4,2005,Mexico-Texas,Mexico Crossings Through Texas,NEW YORK,2000,AVOCADOS,3800,4000,4000,2.00,3
12/27/2005,52,12,4,2005,Mexico-Texas,Mexico Crossings Through Texas,NEW YORK,2000,AVOCADOS,3800,4000,4000,2.00,3
01/03/2006,53,12,4,2005,Mexico-Texas,Mexico Crossings Through Texas,NEW YORK,2000,AVOCADOS,3800,4000,3900,1.95,3
01/10/2006,1,1,1,2006,Mexico-Texas,Mexico Crossings Through Texas,NEW YORK,2000,AVOCADOS,3300,3600,3450,1.72,3
01/17/2006,2,1,1,2006,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS, MIXED VEGETABLES AND STRAWBERRIES",5200,5600,5200,1.93,1
01/17/2006,2,1,1,2006,Mexico-Texas,Mexico Crossings Through Texas,NEW YORK,2000,AVOCADOS,3400,3600,3500,1.75,3
01/24/2006,3,1,1,2006,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS, MIXED VEGETABLES AND STRAWBERRIES",5200,5600,5400,2.00,1
01/31/2006,4,1,1,2006,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS, MIXED VEGETABLES AND STRAWBERRIES",4200,4800,4400,1.63,1
02/07/2006,5,2,1,2006,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS, MIXED VEGETABLES AND STRAWBERRIES",4200,4800,4400,1.63,1
02/14/2006,6,2,1,2006,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS, MIXED VEGETABLES AND STRAWBERRIES",4200,4800,4400,1.63,1
02/21/2006,7,2,1,2006,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS, MIXED VEGETABLES AND STRAWBERRIES",4200,4800,4300,1.59,2
02/28/2006,8,2,1,2006,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS, MIXED VEGETABLES AND STRAWBERRIES",4200,4700,4300,1.59,3
03/07/2006,9,3,1,2006,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS, MIXED VEGETABLES AND STRAWBERRIES",4200,4700,4300,1.59,2
03/14/2006,10,3,1,2006,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS, MIXED VEGETABLES AND STRAWBERRIES",4200,4700,4300,1.59,1
03/21/2006,11,3,1,2006,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS, MIXED VEGETABLES AND STRAWBERRIES",4200,4600,4300,1.59,2
03/28/2006,12,3,1,2006,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS, MIXED VEGETABLES AND STRAWBERRIES",4200,4600,4400,1.63,3
04/04/2006,13,4,2,2006,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS, MIXED VEGETABLES AND STRAWBERRIES",4200,4600,4400,1.63,3
04/11/2006,14,4,2,2006,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS, MIXED VEGETABLES AND STRAWBERRIES",4200,4600,4500,1.67,3
04/18/2006,15,4,2,2006,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS, MIXED VEGETABLES AND STRAWBERRIES",4400,4600,4500,1.67,3
04/25/2006,16,4,2,2006,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS, MIXED VEGETABLES AND STRAWBERRIES",4400,4600,4500,1.67,3
05/02/2006,17,4,2,2006,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS, MIXED VEGETABLES AND STRAWBERRIES",4600,5000,4800,1.78,3
05/09/2006,18,5,2,2006,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS, MIXED VEGETABLES AND STRAWBERRIES",5000,5500,5200,1.93,3
05/16/2006,19,5,2,2006,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS, MIXED VEGETABLES AND STRAWBERRIES",5000,5500,5200,1.93,3
05/23/2006,20,5,2,2006,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS, MIXED VEGETABLES AND STRAWBERRIES",5200,5700,5300,1.96,3
05/30/2006,21,5,2,2006,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS, MIXED VEGETABLES AND STRAWBERRIES",5200,5700,5300,1.96,3
06/06/2006,22,6,2,2006,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS, MIXED VEGETABLES AND STRAWBERRIES",5900,6200,6000,2.22,4
06/13/2006,23,6,2,2006,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS, MIXED VEGETABLES AND STRAWBERRIES",5900,6200,6000,2.22,4
06/20/2006,24,6,2,2006,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS, MIXED VEGETABLES AND STRAWBERRIES",6000,6600,6350,2.35,3
06/27/2006,25,6,2,2006,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND MIXED VEGETABLES",6100,6700,6400,2.37,4
07/04/2006,26,7,3,2006,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND MIXED VEGETABLES",6100,6700,6400,2.37,4
07/05/2006,27,7,3,2006,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND MIXED VEGETABLES",6100,6800,6400,2.37,4
07/11/2006,27,7,3,2006,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND MIXED VEGETABLES",6100,6600,6400,2.37,3
07/18/2006,28,7,3,2006,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND MIXED VEGETABLES",6100,6400,6200,2.30,3
07/25/2006,29,7,3,2006,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND MIXED VEGETABLES",5700,6000,5900,2.19,3
08/01/2006,30,7,3,2006,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND MIXED VEGETABLES",5700,6000,5800,2.15,3
08/08/2006,31,8,3,2006,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND MIXED VEGETABLES",5700,6000,5800,2.15,3
08/15/2006,32,8,3,2006,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND MIXED VEGETABLES",5700,6000,5800,2.15,3
08/22/2006,33,8,3,2006,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND MIXED VEGETABLES",5700,6000,5850,2.17,2
08/29/2006,34,8,3,2006,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND MIXED VEGETABLES",5700,6000,5850,2.17,2
09/05/2006,35,9,3,2006,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND MIXED VEGETABLES",5500,6000,5850,2.17,2
09/12/2006,36,9,3,2006,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND MIXED VEGETABLES",5500,6000,5850,2.17,3
09/19/2006,37,9,3,2006,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND MIXED VEGETABLES",5500,6000,5750,2.13,3
09/26/2006,38,9,3,2006,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND MIXED VEGETABLES",5500,5800,5750,2.13,3
10/03/2006,39,9,3,2006,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND MIXED VEGETABLES",5200,5600,5350,1.98,2
10/10/2006,40,10,4,2006,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS, MIXED VEGETABLES AND STRAWBERRIES",5100,5500,5250,1.94,2
10/17/2006,41,10,4,2006,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS, MIXED VEGETABLES AND STRAWBERRIES",5100,5500,5250,1.94,2
10/24/2006,42,10,4,2006,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS, MIXED VEGETABLES AND STRAWBERRIES",5100,5500,5200,1.93,3
10/31/2006,43,10,4,2006,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS, MIXED VEGETABLES AND STRAWBERRIES",5100,5500,5200,1.93,3
11/07/2006,44,11,4,2006,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS, MIXED VEGETABLES AND STRAWBERRIES",5000,5300,5150,1.91,3
11/14/2006,45,11,4,2006,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS, MIXED VEGETABLES AND STRAWBERRIES",5400,5600,5500,2.04,3
11/21/2006,46,11,4,2006,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS, MIXED VEGETABLES AND STRAWBERRIES",5500,5600,5600,2.07,4
11/28/2006,47,11,4,2006,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS, MIXED VEGETABLES AND STRAWBERRIES",5200,5500,5350,1.98,2
03/27/2007,12,3,1,2007,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS, MIXED VEGETABLES AND STRAWBERRIES",4000,4400,4300,1.59,3
04/03/2007,13,3,1,2007,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS, MIXED VEGETABLES AND STRAWBERRIES",4400,4600,4500,1.67,3
04/10/2007,14,4,2,2007,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS, MIXED VEGETABLES AND STRAWBERRIES",4400,4600,4500,1.67,3
04/17/2007,15,4,2,2007,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS, MIXED VEGETABLES AND STRAWBERRIES",4400,4700,4650,1.72,3
04/24/2007,16,4,2,2007,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS, MIXED VEGETABLES AND STRAWBERRIES",4400,4800,4700,1.74,3
05/01/2007,17,4,2,2007,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS, MIXED VEGETABLES AND STRAWBERRIES",4400,4800,4700,1.74,3
05/08/2007,18,5,2,2007,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS, MIXED VEGETABLES AND STRAWBERRIES",4400,4700,4550,1.69,3
05/15/2007,19,5,2,2007,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS, MIXED VEGETABLES AND STRAWBERRIES",5300,5600,5350,1.98,3
05/22/2007,20,5,2,2007,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS, MIXED VEGETABLES AND STRAWBERRIES",5400,5700,5500,2.04,4
05/29/2007,21,5,2,2007,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND MIXED VEGETABLES",6000,6350,6200,2.30,4
06/05/2007,22,6,2,2007,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND MIXED VEGETABLES",6200,6450,6325,2.34,4
06/12/2007,23,6,2,2007,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND MIXED VEGETABLES",6300,6550,6425,2.38,3
06/19/2007,24,6,2,2007,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND MIXED VEGETABLES",6400,6800,6650,2.46,3
06/26/2007,25,6,2,2007,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND MIXED VEGETABLES",6200,6600,6450,2.39,3
07/03/2007,26,6,2,2007,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND MIXED VEGETABLES",6200,6600,6450,2.39,3
07/10/2007,27,7,3,2007,California,South District California,NEW YORK,2700,"AVOCADOS, CITRUS AND MIXED VEGETABLES",6100,6500,6250,2.31,3
07/17/2007,28,7,3,2007,California,South District California,NEW YORK,2700,AVOCADOS AND CITRUS,5700,6200,5800,2.15,3
07/24/2007,29,7,3,2007,California,South District California,NEW YORK,2700,AVOCADOS AND CITRUS,5700,6100,5800,2.15,3
07/31/2007,30,7,3,2007,California,South District California,NEW YORK,2700,AVOCADOS AND CITRUS,5700,5900,5800,2.15,3
08/07/2007,31,8,3,2007,California,South District California,NEW YORK,2700,AVOCADOS AND CITRUS,5800,6200,5950,2.20,3
08/14/2007,32,8,3,2007,California,South District California,NEW YORK,2700,AVOCADOS AND CITRUS,5300,5900,5450,2.02,3
08/21/2007,33,8,3,2007,California,South District California,NEW YORK,2700,AVOCADOS AND CITRUS,5300,5500,5400,2.00,3
08/28/2007,34,8,3,2007,California,South District California,NEW YORK,2700,AVOCADOS AND CITRUS,5300,5800,5550,2.06,3
09/04/2007,35,9,3,2007,California,South District California,NEW YORK,2700,AVOCADOS AND CITRUS,5300,5600,5450,2.02,3
09/11/2007,36,9,3,2007,California,South District California,NEW YORK,2700,AVOCADOS AND CITRUS,5300,5600,5450,2.02,4
09/18/2007,37,9,3,2007,California,South District California,NEW YORK,2700,AVOCADOS AND CITRUS,5400,5800,5450,2.02,4
09/25/2007,38,9,3,2007,California,South District California,NEW YORK,2700,AVOCADOS AND CITRUS,5300,5800,5450,2.02,3
03/10/2009,10,3,1,2009,California,South District California,NEW YORK,2700,"AVOCADOS,CITRUS, RASPBERRIES AND STRAWBERRIES",3900,4300,3950,1.46,1
03/17/2009,11,3,1,2009,California,South District California,NEW YORK,2700,"AVOCADOS,CITRUS, RASPBERRIES AND STRAWBERRIES",3900,4300,4050,1.50,1
03/24/2009,12,3,1,2009,California,South District California,NEW YORK,2700,"AVOCADOS,CITRUS, RASPBERRIES AND STRAWBERRIES",4100,4300,4150,1.54,3
03/31/2009,13,3,1,2009,California,South District California,NEW YORK,2700,"AVOCADOS,CITRUS, RASPBERRIES AND STRAWBERRIES",4400,5000,4500,1.67,4
04/07/2009,14,4,2,2009,California,South District California,NEW YORK,2700,"AVOCADOS,CITRUS, RASPBERRIES AND STRAWBERRIES",4800,5800,5150,1.91,4
04/14/2009,15,4,2,2009,California,South District California,NEW YORK,2700,"AVOCADOS,CITRUS, RASPBERRIES AND STRAWBERRIES",5000,6000,5500,2.04,4
04/21/2009,16,4,2,2009,California,South District California,NEW YORK,2700,"AVOCADOS,CITRUS, RASPBERRIES AND STRAWBERRIES",5200,5600,5400,2.00,3
04/28/2009,17,4,2,2009,California,South District California,NEW YORK,2700,"AVOCADOS,CITRUS, RASPBERRIES AND STRAWBERRIES",5200,5800,5500,2.04,3
05/05/2009,18,5,2,2009,California,South District California,NEW YORK,2700,"AVOCADOS,CITRUS, RASPBERRIES AND STRAWBERRIES",5200,5300,5250,1.94,3
05/12/2009,19,5,2,2009,California,South District California,NEW YORK,2700,"AVOCADOS,CITRUS AND STRAWBERRIES",5200,5400,5300,1.96,3
05/19/2009,20,5,2,2009,California,South District California,NEW YORK,2700,AVOCADOS AND CITRUS,5100,5300,5200,1.93,3
05/26/2009,21,5,2,2009,California,South District California,NEW YORK,2700,AVOCADOS AND CITRUS,5200,5400,5300,1.96,3
06/02/2009,22,5,2,2009,California,South District California,NEW YORK,2700,AVOCADOS AND CITRUS,5800,6400,6100,2.26,4
06/09/2009,23,6,2,2009,California,South District California,NEW YORK,2700,AVOCADOS AND CITRUS,6200,7000,6350,2.35,4
06/16/2009,24,6,2,2009,California,South District California,NEW YORK,2700,AVOCADOS AND CITRUS,6000,6700,6400,2.37,3
06/23/2009,25,6,2,2009,California,South District California,NEW YORK,2700,AVOCADOS AND CITRUS,6100,6300,6200,2.30,3
06/30/2009,26,6,2,2009,California,South District California,NEW YORK,2700,AVOCADOS AND CITRUS,6300,6500,6400,2.37,3
07/07/2009,27,7,3,2009,California,South District California,NEW YORK,2700,AVOCADOS AND CITRUS,5900,6600,6050,2.24,3
07/14/2009,28,7,3,2009,California,South District California,NEW YORK,2700,AVOCADOS AND CITRUS,5700,6400,5800,2.15,3
07/21/2009,29,7,3,2009,California,South District California,NEW YORK,2700,AVOCADOS AND CITRUS,5800,6300,6000,2.22,3
07/28/2009,30,7,3,2009,California,South District California,NEW YORK,2700,AVOCADOS AND CITRUS,5600,6200,5650,2.09,3
08/04/2009,31,8,3,2009,California,South District California,NEW YORK,2700,AVOCADOS AND CITRUS,5200,5900,5400,2.00,2
08/11/2009,32,8,3,2009,California,South District California,NEW YORK,2700,AVOCADOS AND CITRUS,4900,5900,5500,2.04,3
08/18/2009,33,8,3,2009,California,South District California,NEW YORK,2700,AVOCADOS AND CITRUS,4800,5500,4900,1.81,2
08/25/2009,34,8,3,2009,California,South District California,NEW YORK,2700,AVOCADOS AND CITRUS,4800,5500,4900,1.81,2
09/01/2009,35,8,3,2009,California,South District California,NEW YORK,2700,AVOCADOS AND CITRUS,4800,5500,4900,1.81,2
09/08/2009,36,9,3,2009,California,South District California,NEW YORK,2700,AVOCADOS AND CITRUS,4800,5500,4900,1.81,3
09/15/2009,37,9,3,2009,California,South District California,NEW YORK,2700,AVOCADOS AND CITRUS,4700,5400,4800,1.78,3
09/22/2009,38,9,3,2009,California,South District California,NEW YORK,2700,AVOCADOS AND CITRUS,4800,5400,4900,1.81,3
